company,product,typename,gpu,opsys,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
Dell,Latitude 3380,Notebook,Intel HD Graphics 520,Windows 10,13.3,1366,768,2.0,4,128,1.65,4.2,689.0
HP,EliteBook 1040,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,8,256,1.43,4.2,1500.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,1000,2.14,4.54,539.95
Lenovo,ThinkPad E480,Ultrabook,AMD Radeon RX 550,Windows 10,14.0,1920,1080,1.8,8,256,1.75,14.1,1215.38
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,Nvidia GeForce GTX 1050,Windows 10,15.6,3840,2160,2.8,16,512,2.0,25.7,1899.0
Chuwi,LapBook 12.3,Notebook,Intel HD Graphics 500,Windows 10,12.3,2736,1824,1.1,6,64,1.4,3.44,449.0
HP,ProBook 650,Notebook,Intel HD Graphics 630,Windows 10,15.6,1920,1080,2.9,8,256,2.31,5.08,1427.0
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,Nvidia GeForce 940MX,Linux,15.6,1920,1080,2.4,8,1000,2.3,8.62,597.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,2560,1440,2.9,16,1256,4.42,79.7,2799.0
Dell,Inspiron 7577,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,8,1128,2.62,29.3,1159.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.8,8,2256,2.02,6.64,1142.4
Dell,Latitude 5480,Ultrabook,Intel HD Graphics 620,Linux,14.0,1920,1080,2.8,8,256,1.6,4.54,1099.0
HP,Omen 17-w207nv,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,12,1256,3.35,79.7,1999.0
Mediacom,FlexBook Edge,2 in 1 Convertible,Intel HD Graphics 500,Windows 10,11.6,1920,1080,1.1,4,32,1.16,3.44,299.0
Samsung,Chromebook 3,Netbook,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,16,1.15,3.18,269.0
Lenovo,Thinkpad 13,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.4,4.54,1010.0
Lenovo,IdeaPad 320s-14IKB,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,4,128,1.7,4.54,599.0
Lenovo,Thinkpad T570,Workstation,Nvidia GeForce 940MX,Windows 10,15.6,3840,2160,2.8,16,512,2.3,8.62,2445.0
Lenovo,Thinkpad P51,Notebook,Nvidia Quadro M2200M,Windows 10,15.6,1920,1080,2.9,16,512,2.5,84.6,2449.0
Asus,Rog Strix,Gaming,AMD Radeon RX 580,Windows 10,17.3,1920,1080,3.2,8,1256,3.2,51.6,1695.0
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,Intel HD Graphics 400,Windows 10,15.6,1366,768,1.6,4,500,2.1,3.18,347.0
Google,Pixelbook (Core,Ultrabook,Intel HD Graphics 615,Chrome OS,12.3,2400,1600,1.3,16,512,1.1,3.4,2199.0
Lenovo,ThinkPad T470s,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,2560,1440,2.7,24,512,1.32,4.54,2382.0
Asus,VivoBook Max,Notebook,Intel HD Graphics 620,Linux,15.6,1920,1080,2.5,4,256,2.0,4.54,559.0
Lenovo,IdeaPad 320-15AST,Notebook,AMD Radeon R4,Windows 10,17.3,1600,900,2.5,8,1000,2.8,17.5,519.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.6,4,256,2.2,6.64,749.0
Lenovo,ThinkPad X270,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.5,8,256,1.36,4.54,1429.0
HP,Omen 15-AX205na,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1128,2.2,25.7,1099.0
Dell,Latitude 5480,Notebook,Nvidia GeForce 930MX,Windows 10,14.0,1920,1080,2.8,8,256,1.64,7.91,1179.0
Acer,Aspire ES1-572,Notebook,Intel HD Graphics 620,Linux,15.6,1366,768,2.5,4,500,2.4,4.54,441.8
Dell,Precision 3520,Workstation,Nvidia Quadro M620,Windows 10,15.6,1920,1080,3.0,8,1064,2.23,52.6,1993.0
MSI,GV62 7RD-1686NL,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,256,2.2,25.7,1027.74
Microsoft,Surface Laptop,Ultrabook,Intel Iris Plus Graphics 640,Windows 10 S,13.5,2256,1504,2.5,16,512,1.25,7.49,2589.0
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,128,1.91,4.54,589.0
Dell,Precision 3520,Workstation,Nvidia Quadro M620,Windows 10,15.6,1920,1080,2.7,16,256,2.17,52.6,1975.0
HP,ProBook 650,Workstation,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.9,8,512,2.31,4.54,1534.0
Lenovo,ThinkPad T470,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.65,4.54,1345.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.8,8,1128,2.36,6.64,979.0
Dell,Inspiron 3168,2 in 1 Convertible,Intel HD Graphics 405,Windows 10,11.6,1366,768,1.6,4,500,1.47,2.1,479.0
Dell,Alienware 17,Notebook,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.7,8,1000,4.42,46.7,2046.0
Microsoft,Surface Laptop,Ultrabook,Intel HD Graphics 615,Windows 10 S,13.5,2256,1504,2.2,4,128,1.252,3.4,989.0
Microsoft,Surface Laptop,Ultrabook,Intel Iris Plus Graphics 640,Windows 10 S,13.5,2256,1504,2.5,8,256,1.25,7.49,1799.0
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,Intel HD Graphics 520,Windows 10,17.3,1600,900,2.0,8,256,2.5,4.2,639.9
Acer,Aspire E5-576G,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.0,4,1000,2.23,8.62,544.0
Acer,TravelMate B,Netbook,Intel HD Graphics 400,Windows 10,11.6,1366,768,1.6,4,128,1.4,3.18,435.0
Asus,Pro P2540UA-AB51,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,1000,2.37,4.54,749.0
Lenovo,IdeaPad 510s-14IKB,Notebook,AMD Radeon R7 M460,No OS,14.0,1920,1080,2.7,8,512,1.5,35.8,799.0
Lenovo,Thinkpad P51,Notebook,Nvidia Quadro M2200M,Windows 10,15.6,1920,1080,2.9,8,256,2.67,84.6,2090.0
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,Intel HD Graphics 500,Windows 10,15.6,1366,768,1.1,4,500,2.0,3.44,304.0
Acer,Aspire 5,Notebook,Nvidia GeForce GTX 940MX,Windows 10,15.6,1366,768,2.0,4,500,2.2,9.0,469.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.6,8,2000,2.02,6.64,759.0
HP,Omen 17-an006nv,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,12,1000,3.78,46.7,1699.0
Lenovo,Thinkpad T460s,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.6,12,256,1.4,4.2,1858.0
HP,Spectre x360,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,3840,2160,1.8,8,512,1.29,4.8,1999.0
Google,Pixelbook (Core,Ultrabook,Intel HD Graphics 615,Chrome OS,12.3,2400,1600,1.2,8,128,1.1,3.4,1275.0
Dell,Latitude 7390,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.6,8,256,1.42,4.8,1841.85
Asus,ZenBook Pro,Notebook,Intel HD Graphics 530,Windows 10,15.6,3840,2160,2.6,12,1128,2.06,4.64,1299.0
Dell,Latitude E5470,Notebook,Intel HD Graphics 520,Windows 10,14.0,1366,768,2.3,8,128,1.79,4.2,740.0
Dell,Precision M5520,Workstation,Nvidia Quadro M1200,Windows 10,15.6,1920,1080,2.8,8,256,1.78,8.37,2408.0
Lenovo,Thinkpad T470,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,180,1.7,4.54,1364.0
Dell,Inspiron 3576,Notebook,AMD Radeon 520,Windows 10,15.6,1920,1080,1.6,8,1000,2.2,4.96,675.0
Toshiba,Portege X30-D-10J,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.05,4.54,1672.0
Dell,Inspiron 7570,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,1.8,8,512,2.16,8.62,1262.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,4,1000,2.18,4.54,586.6
HP,ProBook 430,Notebook,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.6,4,128,1.49,4.8,726.0
Chuwi,"Lapbook 15,6",Notebook,Intel HD Graphics,Windows 10,15.6,1920,1080,1.44,4,64,1.89,1.56,248.9
Lenovo,ThinkPad E570,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,128,2.3,4.2,565.0
Lenovo,ThinkPad E480,Notebook,Intel UHD Graphics 620,Windows 10,14.0,1920,1080,1.6,8,256,1.75,4.8,1049.0
Dell,Precision 3520,Workstation,Nvidia Quadro M620,Windows 10,15.6,1920,1080,2.7,16,512,2.17,52.6,2338.0
Dell,XPS 15,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,16,512,2.06,25.7,1899.0
Lenovo,Thinkpad X270,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.7,16,512,1.36,4.54,1798.0
Asus,Zenbook UX390UA,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.7,16,512,0.91,4.54,1950.0
Lenovo,Thinkpad E570,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.5,8,256,2.3,8.62,1011.99
Toshiba,Portege X30-D-10L,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,32,512,1.05,4.54,2799.0
Asus,VivoBook Pro,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1128,1.99,25.7,1350.0
Acer,Aspire 5,Notebook,AMD Radeon RX 540,Windows 10,15.6,1366,768,2.5,8,1000,2.2,29.2,579.0
Asus,Rog G752VL-UH71T,Gaming,Nvidia GeForce GTX 965M,Windows 10,17.3,1920,1080,2.6,24,1256,4.33,23.5,1269.0
Lenovo,Thinkpad X260,Ultrabook,Intel HD Graphics 520,Windows 10,12.5,1366,768,2.3,8,180,1.3,4.2,1099.0
Lenovo,Ideapad 520-15IKBR,Notebook,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.8,8,256,2.17,4.8,898.9
HP,EliteBook 840,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.8,8,1000,1.48,4.54,1749.0
Lenovo,ThinkPad 13,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.4,8,256,1.4,4.54,949.0
Lenovo,ThinkPad L570,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.3,4.54,911.0
Asus,VivoBook E201NA,Netbook,Intel HD Graphics 500,Windows 10 S,11.6,1366,768,1.1,4,64,1.2,3.44,340.0
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,AMD Radeon 520,Windows 10,15.6,1366,768,2.5,8,256,1.91,4.96,618.99
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.9,1920,1080,1.6,8,256,1.4,4.8,1599.0
Lenovo,IdeaPad 320-14IAP,Notebook,Intel HD Graphics 500,Windows 10,14.0,1366,768,1.1,4,500,2.1,3.44,299.0
Lenovo,Chromebook N23,Netbook,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,16,1.25,3.18,265.0
Lenovo,ThinkPad 13,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.44,4.54,949.0
Asus,ZenBook UX510UX-CN211T,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,1256,2.0,4.54,1224.0
Acer,Aspire A515-51G-59QF,Notebook,Nvidia GeForce MX150,Windows 10,15.6,1920,1080,1.6,4,1000,2.2,13.7,613.0
HP,Envy 13-AB002nv,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,512,1.34,4.54,1323.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1060,No OS,15.6,1920,1080,2.8,8,1256,2.4,46.7,1149.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,128,1.29,4.54,899.0
Acer,Aspire A515-51G,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,4,500,2.2,8.62,639.0
Dell,Vostro 5568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,1000,2.18,4.54,836.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.8,16,2256,2.2,6.64,1219.24
Xiaomi,Mi Notebook,Notebook,Nvidia GeForce MX150,No OS,15.6,1920,1080,1.8,16,256,1.95,13.7,1399.95
Asus,VivoBook E12,Netbook,Intel HD Graphics 500,Windows 10,11.6,1366,768,1.1,2,32,1.1,3.44,245.0
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,Intel UHD Graphics 620,Windows 10,15.6,1366,768,1.6,4,1000,2.04,4.8,521.47
Asus,ROG Zephyrus,Gaming,Nvidia GeForce GTX1080,Windows 10,15.6,1920,1080,2.8,24,512,2.24,102.0,2968.0
HP,Probook 450,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1920,1080,2.5,8,256,2.04,7.91,889.0
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,Nvidia GeForce GTX1050 Ti,Windows 10,17.3,1920,1080,2.8,16,1256,3.0,29.3,1504.0
Lenovo,Legion Y720-15IKB,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,8,1256,3.2,46.7,1399.0
HP,Spectre X360,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.32,4.54,1399.0
Dell,Latitude 5480,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.6,8,256,1.64,4.54,1279.73
HP,ProBook 440,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,128,1.63,4.2,689.0
Dell,Inspiron 5770,Notebook,AMD Radeon 530,Linux,17.3,1920,1080,1.6,8,1128,2.8,6.64,889.0
Lenovo,ThinkPad L470,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,8,256,2.02,4.2,1340.0
Lenovo,IdeaPad 320-15IKB,Notebook,Nvidia GeForce 920MX,Windows 10,15.6,1920,1080,2.7,4,1000,2.2,5.76,799.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.8,8,256,1.9,4.54,1377.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1128,4.42,79.7,3012.77
Toshiba,Satellite Pro,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,500,2.0,4.54,860.0
Asus,Zenbook UX510UW-FI095T,Notebook,Nvidia GeForce GTX 960M,Windows 10,15.6,3840,2160,2.7,8,1256,2.0,16.4,1299.0
Mediacom,SmartBook Edge,Notebook,Intel HD Graphics 500,Windows 10,13.3,1920,1080,1.1,4,32,1.2,3.44,369.0
Asus,ROG Strix,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.5,8,1128,2.3,46.7,1649.0
Dell,Latitude 5580,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1920,1080,2.8,8,256,1.93,7.91,1369.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.6,8,256,2.2,6.64,797.41
HP,250 G6,Notebook,Intel HD Graphics 405,Windows 10,15.6,1920,1080,1.6,4,256,1.86,2.1,398.99
HP,Omen 15-ce006nv,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,12,1000,2.62,46.7,1799.0
Lenovo,Thinkpad E470,Notebook,Nvidia GeForce 940MX,Windows 10,14.0,1920,1080,2.7,8,256,1.87,8.62,859.0
Dell,XPS 13,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,3200,1800,1.8,8,256,1.2,4.8,1399.0
Dell,Vostro 5468,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.0,4,128,1.6,4.2,735.87
HP,Envy 13-AB020nr,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.7,8,256,1.34,4.54,1145.0
Acer,Aspire 7,Gaming,Nvidia GeForce GTX 1050,Linux,15.6,1920,1080,2.5,8,1000,2.4,25.7,798.0
Asus,VivoBook X540YA-XX519T,Notebook,AMD Radeon R2 Graphics,Windows 10,15.6,1366,768,1.8,4,500,2.0,12.3,349.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.4,4,128,2.1,4.54,705.5
Lenovo,ThinkPad E470,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,4,500,1.87,4.54,785.0
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,Intel HD Graphics 520,No OS,15.6,1920,1080,2.3,4,1000,2.15,4.2,462.35
HP,250 G6,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.0,4,500,1.86,4.2,397.0
Lenovo,ThinkPad T570,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,512,1.99,4.54,1729.0
Lenovo,IdeaPad 320-15ISK,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.0,4,128,2.2,4.2,499.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,1.9,4.54,1116.99
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1256,4.42,79.7,2699.0
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,Intel HD Graphics 520,Windows 10,17.3,1600,900,2.0,8,1000,2.65,4.2,544.15
HP,ProBook 470,Notebook,Nvidia GeForce 930MX,Windows 10,17.3,1920,1080,2.7,8,1000,2.63,7.91,1280.0
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,Intel HD Graphics 500,Linux,15.6,1366,768,1.1,4,500,2.0,3.44,224.0
Mediacom,SmartBook 130,Notebook,Intel HD Graphics,Windows 10,13.3,1920,1080,1.44,4,32,1.35,1.56,255.0
Lenovo,IdeaPad 320-17IKB,Notebook,Nvidia GeForce 940MX,Windows 10,17.3,1600,900,2.7,6,1128,2.8,8.62,949.0
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,2.5,6,128,1.91,6.64,568.9
Acer,Spin SP111-31,2 in 1 Convertible,Intel HD Graphics 500,Windows 10,11.6,1920,1080,2.0,4,32,1.25,3.44,349.0
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,4,128,2.05,4.54,630.0
HP,EliteBook 1030,Ultrabook,Intel HD Graphics 515,Windows 10,13.3,3200,1800,1.2,16,512,1.16,2.92,1965.0
Lenovo,Thinkpad P71,Notebook,Nvidia Quadro M620M,Windows 10,17.3,1920,1080,2.8,8,256,3.4,52.7,2999.0
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1128,2.5,25.7,839.0
Dell,XPS 13,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,3840,2160,1.6,8,128,1.21,4.8,1599.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.6,4,500,1.93,4.54,959.0
Fujitsu,Lifebook A557,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,1000,2.2,4.54,739.0
Lenovo,ThinkPad L470,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,4,500,2.02,4.54,990.0
HP,ZBook 17,Workstation,Nvidia Quadro M1200,Windows 10,17.3,1600,900,2.8,8,500,3.14,8.37,1860.99
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,Intel HD Graphics 405,Windows 10,14.0,1366,768,1.6,8,2000,1.94,2.1,389.0
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,3.0,6,256,1.95,6.64,649.0
Lenovo,Thinkpad E570,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.3,4.54,830.0
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,1.6,4,500,2.05,4.54,685.0
Mediacom,SmartBook 141,Notebook,Intel HD Graphics,Windows 10,14.0,1920,1080,1.44,4,32,1.4,1.56,249.0
Toshiba,Tecra X40-D-10H,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,16,512,1.24,4.54,1865.0
Lenovo,IdeaPad Y910-17ISK,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.7,32,1256,4.6,79.7,2663.0
MSI,GT73VR Titan,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.9,16,1512,4.14,79.7,2729.0
Mediacom,SmartBook Edge,Notebook,Intel HD Graphics 500,Windows 10,14.0,1920,1080,1.1,4,32,1.45,3.44,389.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.6,8,500,1.9,4.54,1008.52
HP,ProBook 430,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.4,4,128,1.49,4.54,719.0
Dell,Latitude 5580,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1920,1080,2.8,16,256,1.93,7.91,1537.39
Dell,Chromebook 11,Netbook,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,16,1.26,3.18,295.0
MSI,GT80S 6QE,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.7,16,1128,4.5,40.6,2349.0
HP,Omen 17-AN010nv,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.8,16,1256,3.78,25.7,1498.0
Lenovo,Thinkpad T460s,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.6,12,256,1.4,4.2,1673.0
Lenovo,Ideapad 320-15IKBR,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,1.8,12,1000,2.2,4.54,609.0
Asus,ROG Strix,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.5,8,1128,2.73,46.7,1770.0
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.5,8,1000,2.2,4.2,739.0
Lenovo,IdeaPad 320-15ABR,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,3.6,12,512,2.2,6.64,949.0
Dell,Inspiron 3179,2 in 1 Convertible,Intel HD Graphics 615,Windows 10,11.6,1366,768,1.0,4,128,1.39,3.4,603.0
Samsung,Notebook Odyssey,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,16,1128,2.5,25.7,1699.0
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,Intel HD Graphics 520,No OS,17.3,1920,1080,2.0,4,500,2.8,4.2,529.0
Lenovo,IdeaPad 110-15ISK,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,8,1000,2.29,4.2,459.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,512,1.37,4.54,2025.0
Lenovo,Thinkpad T470p,Notebook,Intel HD Graphics 630,Windows 10,14.0,1920,1080,2.5,8,256,1.7,5.08,1474.0
Dell,Latitude 5289,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.5,8,256,1.34,4.54,1670.0
Dell,Precision 3520,Workstation,Nvidia Quadro M620,Windows 10,15.6,1920,1080,2.8,8,256,2.06,52.6,1763.0
HP,EliteBook 850,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,256,1.84,4.54,1219.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,4,500,2.1,4.54,668.48
Acer,Aspire 1,Notebook,Intel HD Graphics 500,Windows 10,14.0,1920,1080,1.1,4,32,1.6,3.44,329.0
MSI,Laptop MSI,Gaming,Nvidia GeForce GTX 970M,Windows 10,17.3,1920,1080,2.7,16,1128,4.14,30.7,2199.0
MSI,GS63VR 7RF,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,3840,2160,2.8,16,2256,1.8,46.7,2299.0
Toshiba,Tecra Z50-C-144,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.5,8,256,2.2,4.2,1399.0
Lenovo,IdeaPad 310-15IKB,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,6,1000,2.4,4.54,564.0
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,Intel HD Graphics 630,Windows 10,15.6,1920,1080,2.8,8,256,2.0,5.08,1299.0
Acer,Swift SF114-31-P5HY,Notebook,Intel HD Graphics 405,Windows 10,14.0,1366,768,1.6,4,128,1.6,2.1,349.0
Lenovo,Thinkpad P51,Notebook,Nvidia Quadro M2200M,Windows 10,15.6,3840,2160,3.1,32,1000,2.5,84.6,4899.0
Dell,Inspiron 7559,Gaming,Nvidia GeForce GTX 960<U+039C>,Windows 10,15.6,1920,1080,2.6,16,1000,2.59,32.9,879.01
Dell,Vostro 3568,Notebook,Intel HD Graphics 520,Linux,15.6,1366,768,2.0,4,1000,2.18,4.2,443.9
Dell,Inspiron 3567,Notebook,Intel HD Graphics 520,Linux,15.6,1366,768,2.0,4,1000,2.25,4.2,359.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Linux,15.6,1366,768,2.6,4,500,1.93,4.54,869.0
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.8,8,1128,3.0,25.7,1168.0
HP,EliteBook 850,Ultrabook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,512,1.84,4.54,1389.0
MSI,GT62VR 7RE,Gaming,Nvidia GeForce GTX 1070,Windows 10,15.6,1920,1080,2.8,16,1256,2.94,79.7,2267.86
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,32,1.25,3.18,379.0
HP,ProBook 650,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.6,8,256,2.31,4.54,1124.0
