typename,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
Gaming,17.3,1920,1080,2.8,12,1000,3.74,51.6,1749.0
Gaming,17.3,1920,1080,2.8,16,1512,2.9,79.7,2415.0
Ultrabook,13.3,1920,1080,2.5,8,256,0.81,4.54,1499.0
Notebook,15.6,1920,1080,2.7,8,1000,1.98,57.7,961.0
Ultrabook,14.0,1920,1080,2.7,8,256,1.32,4.54,1859.0
Ultrabook,12.5,3840,2160,2.5,16,512,1.29,4.54,1799.0
Netbook,11.6,1366,768,1.6,4,16,1.23,3.18,385.0
Gaming,17.3,1920,1080,2.8,16,1128,4.36,46.7,2505.02
Notebook,14.0,1366,768,2.3,4,500,1.76,4.2,755.0
Notebook,15.6,1366,768,2.0,4,500,2.1,4.2,489.9
Ultrabook,14.0,1366,768,2.5,4,128,1.25,4.54,1090.0
Ultrabook,14.0,1920,1080,2.7,8,512,1.13,4.54,2499.0
Gaming,15.6,1920,1080,2.5,8,256,2.4,25.7,1199.0
Ultrabook,14.0,1920,1080,2.5,8,256,1.13,4.54,1875.0
Notebook,14.0,1366,768,2.1,4,128,1.75,2.54,499.0
2 in 1 Convertible,13.3,1920,1080,2.5,8,256,1.1,4.54,1358.0
Notebook,14.0,1366,768,2.0,4,500,1.76,4.2,585.0
Netbook,11.6,1366,768,1.6,4,32,1.35,3.18,355.0
Notebook,14.0,1920,1080,2.4,8,128,1.5,4.54,619.0
Gaming,17.3,3840,2160,2.9,32,512,3.49,102.0,5499.0
Ultrabook,14.0,2560,1440,2.6,16,512,1.1,4.2,2099.0
Notebook,15.6,1920,1080,2.5,4,1000,2.1,5.76,519.0
Notebook,14.0,1920,1080,2.3,8,256,1.7,4.2,1186.0
Notebook,14.0,1920,1080,2.6,8,256,1.32,4.54,1650.0
Gaming,15.6,1920,1080,2.8,16,1256,3.21,79.7,2774.63
Gaming,17.3,1920,1080,2.8,16,1256,2.9,79.7,2419.0
Notebook,15.6,1366,768,2.4,4,500,2.0,4.54,669.0
Notebook,14.0,1366,768,1.6,4,16,1.5,3.18,325.0
Notebook,15.6,1920,1080,2.5,8,128,2.3,4.54,590.0
Gaming,17.3,1920,1080,2.6,16,1512,2.73,46.7,1799.0
Gaming,17.3,1920,1080,2.8,32,1512,4.42,79.7,3072.89
Notebook,17.3,1600,900,2.5,8,1000,2.63,7.91,910.0
Notebook,15.6,1366,768,2.5,8,128,2.18,4.54,713.99
Ultrabook,14.0,1920,1080,2.5,8,512,1.54,4.2,1870.0
2 in 1 Convertible,11.6,1366,768,1.1,4,32,1.4,3.44,615.0
Ultrabook,13.3,1920,1080,2.3,8,512,1.45,9.0,1026.0
2 in 1 Convertible,13.3,1920,1080,2.5,8,256,1.28,4.54,2277.0
Ultrabook,14.0,1920,1080,2.5,8,512,1.54,4.2,1468.0
Notebook,15.6,1366,768,1.6,4,128,1.86,3.18,299.0
Gaming,15.6,1920,1080,2.8,16,1128,2.1,46.7,1899.0
Notebook,17.3,1920,1080,2.7,8,1000,2.83,21.2,865.0
Ultrabook,14.0,1920,1080,2.8,8,256,1.96,57.7,1903.0
Notebook,15.6,1920,1080,2.7,8,256,2.3,30.7,787.0
Notebook,15.6,1920,1080,2.5,8,128,1.9,4.54,945.0
2 in 1 Convertible,13.3,1920,1080,2.8,8,256,1.28,4.54,2559.0
Notebook,13.3,1920,1080,2.3,8,1000,1.62,4.2,649.0
Notebook,15.6,1920,1080,2.0,4,1000,2.2,4.2,469.0
Notebook,15.6,1920,1080,2.5,8,1000,2.3,4.54,850.66
Notebook,15.6,1920,1080,2.6,8,256,1.84,21.0,1349.0
Notebook,13.3,1920,1080,2.5,4,128,1.05,4.54,1285.0
Gaming,15.6,1920,1080,2.5,8,1000,2.5,25.7,1017.0
Ultrabook,13.3,3200,1800,2.5,16,512,1.29,7.49,2240.0
Notebook,15.6,1920,1080,2.3,4,500,2.07,4.2,910.0
Ultrabook,13.3,1366,768,2.3,8,256,1.2,4.2,1095.0
2 in 1 Convertible,13.3,1920,1080,2.7,8,256,1.37,4.54,1950.0
Notebook,14.0,1920,1080,2.5,8,256,1.56,4.54,902.0
Workstation,15.6,1920,1080,2.8,8,1000,2.23,52.6,1778.0
Notebook,15.6,1366,768,2.5,4,500,2.38,4.54,1055.0
Notebook,15.6,1920,1080,2.7,8,256,2.0,4.54,1388.0
Notebook,13.3,1920,1080,2.4,4,180,1.44,4.54,735.0
Ultrabook,15.0,1920,1080,2.7,16,256,1.23,8.62,1849.0
Ultrabook,12.5,1920,1080,2.8,8,256,1.6,4.54,1690.0
Ultrabook,13.3,1920,1080,2.3,8,256,1.28,8.62,935.0
Notebook,15.6,1920,1080,2.5,4,1128,2.18,8.62,912.5
Notebook,15.6,1920,1080,2.5,4,256,2.04,4.54,839.0
2 in 1 Convertible,13.3,1920,1080,2.5,4,256,1.28,4.54,1700.0
2 in 1 Convertible,15.6,1366,768,2.5,4,500,2.3,4.54,684.8
Notebook,14.1,1366,768,1.1,4,32,1.65,3.44,348.0
Notebook,15.6,1920,1080,2.5,8,1000,2.2,8.62,669.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
2 in 1 Convertible,13.3,1920,1080,2.5,4,256,1.28,4.54,1799.0
Notebook,15.6,1366,768,2.0,4,1000,2.18,63.2,455.7
Gaming,17.3,1920,1080,2.5,12,1128,2.2,25.7,1369.9
Netbook,11.6,1366,768,1.6,4,32,1.25,3.18,297.0
Notebook,17.3,1600,900,2.2,4,500,2.8,1.77,379.0
Notebook,14.0,1920,1080,2.5,4,128,1.95,4.54,1265.0
2 in 1 Convertible,13.3,3200,1800,2.7,16,256,1.42,4.54,1399.0
Ultrabook,15.0,1920,1080,2.7,8,256,1.17,4.54,1699.0
Ultrabook,14.0,1920,1080,2.5,8,256,1.32,4.54,1799.0
Gaming,17.3,3840,2160,2.6,16,2512,2.43,46.7,2649.0
Notebook,13.3,1920,1080,2.5,8,256,1.05,4.54,1475.0
Gaming,15.6,1920,1080,2.8,8,1000,2.62,29.3,929.0
Notebook,15.6,1920,1080,2.7,8,1000,2.04,7.91,900.0
Notebook,15.6,1366,768,2.0,4,1000,2.18,63.2,614.0
Notebook,15.6,1920,1080,2.6,8,500,1.9,4.54,935.0
2 in 1 Convertible,13.3,3200,1800,1.3,8,512,1.24,3.4,2013.1
Gaming,17.3,1920,1080,2.7,32,256,3.58,40.6,1279.0
2 in 1 Convertible,13.3,1920,1080,1.3,16,256,1.22,3.4,1649.0
Ultrabook,14.0,1920,1080,2.7,8,256,1.13,4.54,2049.0
Notebook,15.6,1920,1080,2.5,8,512,1.95,4.54,1962.99
Ultrabook,15.6,1920,1080,2.7,16,512,1.08,4.54,2099.0
Netbook,12.5,1920,1080,2.7,8,512,1.26,4.54,1483.0
Notebook,15.6,1920,1080,1.5,4,16,2.2,1.56,359.0
Notebook,15.6,1920,1080,2.3,8,1128,2.6,16.4,789.0
Ultrabook,14.0,1920,1080,2.7,8,512,0.98,4.54,1899.0
Notebook,14.0,1920,1080,2.8,8,256,1.6,4.54,1205.0
Ultrabook,12.5,3840,2160,1.2,8,240,1.09,2.92,3100.0
Notebook,15.6,1920,1080,2.7,6,256,2.2,8.62,789.0
Notebook,15.6,1920,1080,2.7,8,256,2.04,7.91,1018.99
Notebook,15.6,1920,1080,2.4,4,1000,2.4,4.54,499.0
Notebook,13.3,1920,1080,2.5,4,128,1.44,4.54,881.0
Notebook,13.3,1920,1080,2.5,8,256,1.49,4.54,960.0
Gaming,17.3,1920,1080,2.8,16,1256,2.7,29.3,1599.0
Gaming,15.6,1920,1080,2.8,16,1128,2.6,29.3,1349.0
Gaming,15.6,1920,1080,2.5,8,1128,2.2,25.7,1119.91
Ultrabook,15.6,1920,1080,2.5,8,256,1.84,14.0,1296.99
Ultrabook,13.3,3200,1800,2.7,8,256,1.39,4.54,1149.0
Notebook,15.6,1920,1080,2.6,16,256,2.4,7.91,1975.0
2 in 1 Convertible,13.3,1920,1080,2.5,8,512,1.37,4.54,1825.0
Notebook,15.6,1366,768,2.3,4,500,1.95,4.2,729.9
Ultrabook,12.5,1920,1080,2.7,8,256,1.36,4.54,1650.0
Notebook,15.6,1920,1080,2.3,8,256,2.31,4.2,1165.0
Notebook,15.6,1366,768,2.5,4,1000,2.18,4.54,708.06
Notebook,14.0,1366,768,2.3,4,500,1.95,4.2,1149.0
Ultrabook,12.5,1920,1080,2.3,4,500,1.26,4.2,1579.0
Notebook,15.6,1366,768,1.6,4,1000,1.86,3.18,288.9
2 in 1 Convertible,13.3,3200,1800,2.2,16,1000,1.3,7.52,1799.0
Notebook,14.0,1920,1080,2.3,4,128,1.47,4.2,1105.0
Netbook,12.5,1920,1080,2.3,8,256,1.26,4.2,1669.0
Notebook,15.6,1366,768,2.0,4,1000,2.18,4.2,558.6
Gaming,15.6,1920,1080,2.8,8,1128,2.2,25.7,1199.0
Ultrabook,14.0,1920,1080,2.5,8,256,1.36,4.54,1639.0
Gaming,17.3,2560,1440,2.7,16,1512,4.36,102.0,2758.0
Gaming,17.3,1920,1080,2.3,8,1128,2.75,23.5,1399.0
Notebook,17.3,1600,900,1.6,4,1000,2.8,5.76,530.0
Notebook,15.6,1366,768,2.5,4,500,2.23,4.54,619.0
Notebook,15.6,1366,768,2.3,8,256,2.2,4.2,1119.0
2 in 1 Convertible,11.3,1920,1080,1.2,8,256,1.1,2.92,1299.0
Ultrabook,12.5,1920,1080,2.5,8,256,1.36,1.56,1472.2
Notebook,15.6,1920,1080,2.7,8,1000,2.2,5.76,685.0
Notebook,17.3,1600,900,2.0,4,1000,2.36,21.2,659.0
Notebook,14.0,1366,768,1.6,4,32,1.68,3.18,349.0
Workstation,15.6,1920,1080,2.7,8,8,2.0,53.4,2249.0
Ultrabook,14.0,1920,1080,2.8,8,256,1.36,4.54,1775.0
Notebook,13.3,1920,1080,2.3,8,256,1.2,4.2,1460.0
2 in 1 Convertible,12.5,1920,1080,1.2,8,64,1.2,2.92,1159.0
Ultrabook,14.0,1920,1080,2.6,8,256,1.7,4.2,1488.99
Gaming,17.3,3840,2160,2.8,16,1512,4.36,79.7,3154.0
2 in 1 Convertible,13.3,1920,1080,1.2,8,256,1.24,3.4,1899.0
Ultrabook,13.3,3200,1800,2.5,8,256,1.3,4.2,1268.0
2 in 1 Convertible,11.6,1366,768,1.6,4,32,1.25,3.18,389.0
Notebook,13.3,1920,1080,2.4,8,256,1.2,4.2,1535.0
Ultrabook,12.5,1920,1080,2.6,8,256,1.36,4.54,1760.0
Notebook,15.6,1920,1080,2.5,12,1128,2.4,14.0,1009.0
Ultrabook,12.5,1920,1080,2.7,8,512,1.1,4.54,1790.0
Notebook,15.6,1366,768,2.5,8,1000,2.04,7.91,846.5
Notebook,15.6,1366,768,2.5,4,500,1.9,4.54,825.0
Notebook,15.6,1920,1080,2.4,4,500,2.04,4.54,685.0
Gaming,17.3,1920,1080,2.8,32,1256,4.42,79.7,3149.0
Notebook,15.6,1920,1080,2.5,6,256,2.4,5.76,695.0
2 in 1 Convertible,13.3,3200,1800,1.3,16,512,1.22,3.4,1899.0
Ultrabook,14.0,2560,1440,2.6,8,256,1.5,4.2,1962.98
Gaming,17.3,1920,1080,2.6,32,1256,4.42,79.7,2800.0
Notebook,14.0,1920,1080,2.3,8,256,1.95,4.2,1180.0
Gaming,17.3,1920,1080,2.8,16,1256,2.73,46.7,2049.9
Notebook,15.6,1920,1080,2.7,8,1128,2.04,7.91,979.0
Notebook,14.0,1366,768,2.3,4,508,1.7,4.2,1002.0
2 in 1 Convertible,15.6,3840,2160,2.7,16,2512,2.3,14.0,1799.0
Notebook,15.6,1366,768,2.7,6,1000,2.04,4.54,579.0
Gaming,17.3,1920,1080,2.8,16,1256,2.99,29.3,1749.0
2 in 1 Convertible,15.6,1920,1080,2.7,12,512,2.19,4.54,1299.0
Notebook,13.3,1920,1080,2.3,4,128,1.2,4.2,1195.0
Notebook,15.6,1920,1080,3.6,6,256,2.2,6.64,549.0
Notebook,15.6,1366,768,2.3,4,256,2.3,4.2,649.0
Notebook,14.0,1366,768,2.3,4,500,1.75,4.2,915.0
Notebook,15.6,1920,1080,2.5,8,1000,2.04,4.54,806.0
Gaming,15.6,1920,1080,2.8,8,1128,2.5,46.7,1189.0
Notebook,15.6,1366,768,2.7,8,1000,2.36,21.2,749.0
Netbook,12.5,1920,1080,1.2,8,512,0.97,2.92,1908.0
Notebook,15.6,1920,1080,2.0,4,1128,2.1,4.96,499.0
Notebook,15.6,1366,768,1.1,4,128,1.9,3.44,270.62
Notebook,15.6,1920,1080,2.3,8,256,2.3,4.2,1349.0
2 in 1 Convertible,13.3,1920,1080,2.5,8,256,1.68,4.54,889.0
Notebook,13.3,3200,1800,2.5,8,256,1.4,4.54,1150.0
Ultrabook,13.3,1920,1080,2.7,8,256,1.11,4.54,1349.0
Gaming,15.6,1920,1080,2.8,16,1256,2.5,29.3,1799.0
Ultrabook,14.0,1920,1080,2.7,8,512,1.48,4.54,2089.0
Gaming,15.6,1920,1080,2.8,8,1128,2.7,25.7,1260.0
Notebook,13.3,1920,1080,2.5,8,256,1.34,4.54,1189.0
Notebook,15.6,1366,768,2.4,4,128,2.18,4.54,547.0
Notebook,14.0,1366,768,2.5,4,500,1.64,4.54,779.0
Notebook,13.3,1920,1080,2.3,4,128,1.2,4.2,1195.0
Notebook,14.0,1366,768,2.4,4,256,1.48,4.2,1099.99
Notebook,14.0,1920,1080,2.5,4,256,1.95,4.54,1205.0
Ultrabook,14.0,1920,1080,2.6,8,256,1.43,4.2,1449.0
Notebook,14.0,1920,1080,2.5,8,256,1.64,7.91,1049.26
Notebook,14.0,1366,768,2.4,4,500,1.64,4.54,684.0
Gaming,15.6,1920,1080,2.5,8,0,2.65,25.7,949.0
Ultrabook,12.5,1920,1080,2.5,4,500,1.26,4.54,1539.0
Notebook,14.0,1920,1080,2.5,4,256,1.48,4.54,1590.0
Ultrabook,14.0,1920,1080,2.5,8,256,1.54,4.2,1887.21
Notebook,13.3,1366,768,2.4,4,500,1.49,4.54,800.0
Notebook,13.3,1366,768,2.3,8,256,1.5,4.2,1210.0
Notebook,15.6,1366,768,2.4,4,256,2.04,4.54,769.99
Notebook,17.3,3840,2160,2.7,16,512,2.4,5.63,2968.0
Notebook,14.0,1920,1080,2.3,8,256,1.47,4.2,1490.0
Notebook,14.0,1920,1080,2.5,8,256,1.43,4.2,2229.0
2 in 1 Convertible,15.6,1920,1080,2.3,4,1000,2.08,4.2,795.99
Ultrabook,13.3,1920,1080,2.3,8,256,1.2,4.2,1590.0
Notebook,13.3,1920,1080,2.5,8,256,1.11,4.54,1149.0
Notebook,14.0,1920,1080,2.7,8,256,1.64,7.91,1185.43
Notebook,15.6,1920,1080,2.4,8,500,2.09,4.2,1046.44
Ultrabook,12.5,1366,768,2.5,4,256,1.26,4.54,1559.0
Notebook,14.0,1366,768,2.5,4,500,2.31,4.54,1189.0
Notebook,14.0,1366,768,2.5,4,500,1.95,4.54,1060.0
Ultrabook,13.3,3200,1800,2.5,8,256,1.29,4.54,1624.0
Notebook,17.3,1920,1080,2.5,8,256,2.63,7.91,1080.0
Notebook,14.0,1366,768,2.5,4,256,1.64,4.54,973.0
Notebook,15.6,1366,768,3.0,6,1000,2.1,2.05,409.0
Gaming,17.3,1920,1080,2.8,8,1128,2.7,25.7,1191.8
Notebook,14.0,1920,1080,2.3,8,256,1.95,4.2,1195.0
Notebook,15.6,1920,1080,2.5,8,256,1.84,4.2,1228.99
Ultrabook,12.5,1920,1080,2.5,8,256,1.26,4.2,1349.0
Notebook,15.6,1366,768,2.5,4,500,2.04,4.54,742.0
Ultrabook,14.0,1920,1080,2.6,8,256,1.47,4.2,1725.0
Notebook,15.6,1920,1080,2.4,8,256,2.09,4.2,1062.95
Notebook,14.0,1920,1080,2.5,8,256,1.64,4.54,1010.51
2 in 1 Convertible,15.6,1920,1080,2.5,4,256,1.8,4.2,847.0
Notebook,14.0,1366,768,1.44,2,32,1.45,3.18,210.8
Notebook,15.6,1920,1080,2.5,16,256,2.4,7.91,1425.0
Notebook,15.6,1920,1080,2.3,8,256,2.3,4.2,1049.6
Notebook,14.0,1920,1080,2.3,4,500,1.54,4.2,1000.0
Notebook,15.6,1920,1080,2.4,8,256,1.84,4.2,2103.34
Notebook,14.0,1920,1080,2.3,8,256,1.43,4.2,1469.0
Gaming,17.3,1920,1080,2.7,16,1256,3.78,40.6,1545.64
Gaming,17.3,1920,1080,2.6,16,1128,4.6,40.6,2289.99
Netbook,11.6,1366,768,1.6,4,16,1.2,3.18,287.9
Notebook,14.0,2560,1440,2.6,16,256,1.1,4.2,2620.0
Notebook,15.6,1920,1080,2.7,8,1000,1.91,8.62,979.0
2 in 1 Convertible,15.6,1920,1080,2.7,8,256,2.3,4.54,1094.0
Notebook,15.6,1366,768,2.5,4,256,2.04,4.54,979.0
Ultrabook,13.3,3200,1800,2.7,16,1000,1.2,4.54,2254.0
Notebook,15.6,1366,768,2.3,4,500,2.31,4.2,705.15
Notebook,15.6,1366,768,2.5,4,500,1.96,4.54,499.0
Notebook,15.6,1366,768,2.2,8,1000,2.4,2.05,449.0
2 in 1 Convertible,13.3,1920,1080,2.7,12,256,1.6,4.54,1299.0
Gaming,15.6,1920,1080,2.6,16,1256,2.94,46.7,1819.0
Notebook,15.6,1920,1080,2.7,8,256,2.04,4.54,1070.0
Gaming,17.3,1920,1080,2.6,16,1000,4.0,23.5,998.0
Notebook,15.6,1920,1080,2.5,4,1000,2.25,1.56,559.0
Notebook,15.6,1920,1080,2.7,16,2000,2.32,21.2,989.99
Gaming,15.6,1920,1080,2.6,16,1256,1.8,46.7,1929.0
Ultrabook,13.3,1920,1080,2.7,8,256,1.29,4.54,1458.0
2 in 1 Convertible,13.3,1920,1080,2.5,8,256,1.62,4.2,798.01
Gaming,15.6,3840,2160,2.6,16,1256,3.21,30.7,1329.0
Ultrabook,12.0,2304,1440,1.1,8,256,0.92,2.92,1300.0
Notebook,15.6,1366,768,2.3,4,500,2.06,4.2,481.98
Notebook,15.6,1366,768,2.3,4,500,2.31,4.2,1199.0
Ultrabook,12.5,1920,1080,2.3,8,256,1.26,4.2,1199.0
Notebook,13.3,1920,1080,2.7,8,256,1.49,4.54,1090.0
Ultrabook,12.5,1920,1080,2.5,8,256,1.3,4.2,1713.49
Notebook,17.3,1600,900,2.3,8,0,3.0,63.1,659.0
Notebook,15.6,1920,1080,2.3,4,1000,2.3,14.0,977.0
Gaming,17.3,1920,1080,2.8,16,1256,3.78,79.7,2499.0
Notebook,15.6,1366,768,2.3,4,500,2.1,4.2,540.0
Notebook,15.6,1920,1080,2.3,4,500,2.31,4.2,940.0
Ultrabook,12.5,2560,1440,1.2,8,512,0.99,2.92,1399.0
Gaming,17.3,1920,1080,2.7,32,512,4.6,40.6,3240.0
2 in 1 Convertible,10.1,1920,1200,1.44,4,64,0.69,3.18,646.27
Ultrabook,13.3,3840,2160,2.7,16,512,1.3,4.54,2049.0
Notebook,15.6,1920,1080,2.5,8,256,2.18,4.54,750.0
Notebook,14.0,1920,1080,2.3,4,500,1.54,4.2,1030.99
Workstation,15.6,1920,1080,2.5,8,256,1.9,28.2,1495.0
Notebook,14.0,1920,1080,2.3,8,180,1.7,4.2,1199.0
Notebook,13.3,3200,1800,1.5,4,32,1.29,2.92,615.0
Notebook,15.6,1366,768,2.2,4,500,2.4,2.05,387.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,393.49
Notebook,15.6,1366,768,2.0,4,1000,1.86,4.2,345.99
Gaming,17.3,1920,1080,2.8,8,1256,2.7,46.7,1599.0
Ultrabook,13.3,1920,1080,1.6,4,256,1.4,6.64,818.35
Netbook,12.5,1366,768,2.3,4,128,2.4,4.2,1599.0
Notebook,15.6,1920,1080,2.5,8,1256,2.4,14.0,799.0
Notebook,15.6,1920,1080,2.5,8,1000,2.36,21.2,638.8
Gaming,17.3,1920,1080,2.6,8,256,2.6,23.5,1599.0
Notebook,15.6,1366,768,1.6,4,1000,1.96,2.1,500.0
Gaming,17.3,1920,1080,2.6,16,1128,4.3,40.6,2299.0
Ultrabook,12.5,1366,768,2.3,4,500,1.5,4.2,1135.15
Ultrabook,12.5,1366,768,2.3,4,128,1.5,4.2,1166.97
Notebook,15.6,1366,768,1.5,4,16,2.2,1.56,209.0
Gaming,15.6,1920,1080,2.8,16,512,2.4,29.3,1199.0
Ultrabook,12.5,1366,768,2.3,8,256,1.5,4.2,1413.1
Gaming,17.3,1920,1080,2.6,8,1128,2.9,16.4,1511.19
2 in 1 Convertible,15.6,1920,1080,2.3,4,256,2.1,4.2,867.0
Notebook,15.6,1920,1080,2.5,4,1000,2.1,17.5,398.0
Gaming,15.6,1920,1080,2.6,16,1128,2.59,16.4,1339.0
Notebook,13.3,3200,1800,1.1,8,256,1.16,2.92,1699.0
Notebook,15.6,1366,768,2.3,4,500,2.24,17.3,769.15
Notebook,15.6,1366,768,2.0,4,128,2.1,4.2,429.0
Ultrabook,13.3,1920,1080,2.5,8,512,1.16,4.2,1969.0
2 in 1 Convertible,10.1,1920,1200,1.44,4,64,0.69,3.18,549.0
Ultrabook,13.3,1920,1080,2.4,8,256,1.23,7.49,1379.0
Gaming,17.3,1920,1080,2.7,16,256,4.6,40.6,2749.99
Ultrabook,12.5,3840,2160,2.5,8,256,1.25,4.2,1029.0
Ultrabook,13.3,1920,1080,2.7,16,512,1.05,4.54,2226.0
Gaming,17.3,1920,1080,2.6,8,1128,3.52,16.4,1312.49
Notebook,13.3,1920,1080,1.44,4,32,1.35,3.18,196.0
Notebook,13.3,1920,1080,2.3,8,256,1.16,4.2,1690.0
Notebook,14.0,1920,1080,2.3,8,256,1.43,4.2,1513.0
Notebook,15.6,1366,768,2.3,4,500,2.09,4.2,523.63
Notebook,15.6,1366,768,2.4,4,1000,2.0,4.54,435.0
2 in 1 Convertible,14.0,1920,1080,2.5,8,256,1.8,4.2,1669.0
2 in 1 Convertible,10.1,1920,1200,1.44,4,64,0.69,3.18,479.0
Ultrabook,12.5,1366,768,2.4,8,256,1.26,4.2,1895.0
Gaming,15.6,1920,1080,2.5,8,1128,2.4,46.7,989.0
Gaming,17.3,1920,1080,2.3,8,1128,3.35,46.7,1129.0
Notebook,15.6,1366,768,2.7,8,2000,2.04,4.54,629.0
2 in 1 Convertible,14.0,1920,1080,2.6,8,512,1.8,28.5,2050.38
Notebook,14.0,1366,768,1.1,4,32,1.5,3.44,278.0
Ultrabook,15.6,1920,1080,2.7,8,256,1.84,4.54,752.0
Notebook,15.6,1920,1080,2.5,4,1000,2.23,8.62,616.0
Notebook,15.6,1920,1080,2.5,16,0,2.5,27.31,1099.0
Workstation,17.3,1920,1080,2.6,8,256,3.0,51.3,3949.4
Notebook,15.6,1366,768,2.5,8,1000,2.5,21.2,784.0
Gaming,17.3,1920,1080,2.7,16,1256,3.78,40.6,2399.0
Ultrabook,15.6,1920,1080,2.5,8,256,1.88,4.2,2171.72
2 in 1 Convertible,14.0,2560,1440,2.6,16,512,2.8,4.2,2440.0
Gaming,15.6,1920,1080,2.8,8,1128,2.4,25.7,1142.8
2 in 1 Convertible,13.3,1920,1080,2.4,8,256,1.48,4.2,1629.0
Workstation,15.6,1920,1080,2.6,8,256,2.59,53.4,2229.0
2 in 1 Convertible,13.3,2560,1440,2.6,8,256,1.48,4.2,1799.0
Workstation,15.6,1920,1080,2.6,8,256,2.0,53.4,1899.0
Ultrabook,12.5,1920,1080,2.5,8,256,1.26,4.2,2296.95
Notebook,15.6,1920,1080,2.7,8,256,2.18,8.62,1009.9
Notebook,15.6,1920,1080,2.3,8,256,1.88,4.2,1579.0
2 in 1 Convertible,14.0,2560,1440,2.5,8,256,1.27,4.2,2339.0
Notebook,15.6,1366,768,2.0,4,1000,1.9,4.2,339.0
Notebook,15.6,1366,768,1.8,4,500,1.86,12.3,297.0
Notebook,15.6,1920,1080,2.3,8,1000,2.32,63.1,599.0
Gaming,15.6,1920,1080,2.8,8,1000,2.62,29.3,1199.0
Notebook,15.6,3840,2160,2.3,8,256,2.04,16.4,2250.68
Notebook,15.6,1920,1080,2.5,4,256,1.91,4.96,478.89
Gaming,17.3,1920,1080,2.8,16,1256,2.7,29.3,1492.8
Ultrabook,14.0,1920,1080,2.6,12,512,1.4,4.2,2299.0
Notebook,15.6,1920,1080,2.3,8,0,2.5,63.1,788.49
2 in 1 Convertible,13.3,2560,1440,2.6,8,512,1.48,4.2,2041.0
Ultrabook,14.0,1920,1080,2.6,8,256,1.7,4.2,1499.0
Gaming,14.0,1920,1080,2.6,16,1256,1.7,30.7,1769.0
Gaming,15.6,1920,1080,2.8,8,1000,2.62,25.7,899.0
Notebook,15.6,1366,768,2.0,8,1000,2.2,4.2,459.0
Notebook,15.6,1366,768,2.3,4,500,2.1,4.2,476.99
Gaming,15.6,3840,2160,2.8,8,1128,2.62,29.3,1498.0
Notebook,15.6,1920,1080,2.5,8,256,1.95,4.54,1390.0
Notebook,14.0,1366,768,1.6,2,32,1.44,3.18,249.0
Gaming,15.6,1920,1080,2.7,8,1000,2.2,25.7,839.0
Notebook,15.6,1920,1080,2.5,8,256,1.96,4.2,679.0
Notebook,15.6,1920,1080,1.8,16,512,2.1,4.8,1159.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
Notebook,15.6,1366,768,2.3,4,500,2.1,4.2,398.0
Notebook,15.6,1920,1080,2.7,8,1000,2.2,8.62,709.0
Notebook,14.0,1920,1080,2.4,4,256,2.0,4.54,769.0
Notebook,15.6,1920,1080,2.5,4,0,2.32,4.2,825.0
Gaming,15.6,1920,1080,2.6,16,512,3.31,32.9,1305.0
Gaming,15.6,1920,1080,2.6,16,1128,1.91,30.7,2153.37
Notebook,15.6,1366,768,2.3,4,500,2.07,4.2,650.0
2 in 1 Convertible,14.0,2560,1440,2.3,8,256,1.36,4.2,1637.0
Ultrabook,15.6,1920,1080,2.7,6,256,1.54,5.76,831.0
Notebook,15.6,1920,1080,2.7,8,256,1.98,57.7,895.01
Notebook,15.6,1366,768,2.0,4,500,2.1,3.44,333.0
Notebook,15.6,1920,1080,2.6,6,1000,2.18,16.4,799.0
Gaming,15.6,1920,1080,2.6,8,1256,2.591,16.4,909.0
2 in 1 Convertible,15.6,1920,1080,2.7,16,512,2.09,4.54,1179.0
Notebook,15.6,1920,1080,2.5,4,256,2.23,8.62,691.0
Ultrabook,13.3,3200,1800,2.4,8,256,1.23,4.2,1099.0
Gaming,17.3,1920,1080,2.8,16,1256,4.2,79.7,2599.0
Gaming,15.6,1920,1080,2.5,8,1000,2.4,25.7,819.0
2 in 1 Convertible,12.3,2400,1600,2.0,4,32,1.15,31.5,659.0
Notebook,15.6,1366,768,2.5,4,500,1.86,4.54,485.0
Ultrabook,12.0,2304,1440,1.1,8,256,0.92,2.53,1163.0
2 in 1 Convertible,13.3,1920,1080,2.5,8,256,1.6,4.54,1199.0
Notebook,15.6,1920,1080,2.8,12,1128,2.21,25.7,1327.0
Gaming,17.3,1920,1080,2.6,16,1512,4.3,40.6,2150.0
Notebook,15.6,1366,768,2.0,4,1000,2.1,3.44,272.0
Gaming,17.3,1920,1080,2.8,16,1256,2.43,46.7,2048.9
Notebook,15.6,1366,768,2.0,4,128,2.3,73.1,499.0
Notebook,15.6,1366,768,2.5,8,500,2.2,5.76,629.0
2 in 1 Convertible,15.6,1920,1080,1.8,16,512,2.0,4.8,1285.0
Ultrabook,13.3,3200,1800,2.7,16,512,1.2,4.54,2680.0
Gaming,15.6,1920,1080,2.6,8,1000,2.2,46.7,1169.0
Notebook,15.6,1920,1080,2.5,8,256,2.36,21.2,889.0
Notebook,15.6,1366,768,2.5,8,256,1.91,4.54,579.0
